id,city.address,city.lat,city.lon,google.lat,google.lon,city_google.distance
1223,"AVENIDA DOM MANUEL, 140",-3.725355,-38.520185,-3.7253497,-38.5202123,1.5430010802705887
1224,"AVENIDA DOM MANUEL, 283",-3.726753,-38.520539,-3.7267403,-38.52057125,1.9235103220103316
1225,"RUA PEREIRA FILGUEIRAS, 442",-3.726491,-38.518643,-3.7265216,-38.51865264999999,1.7835343274138373
1226,"RUA TEN BENEVOLO, 284",-3.72494,-38.518592,-3.7249721000000005,-38.51859929999999,1.8300562560781042
1227,"RUA PEREIRA FILGUEIRAS, 713",-3.727148,-38.516619,-3.7271329,-38.516614000000004,0.8841646232298306
1228,"RUA TEN BENEVOLO, 595",-3.725778,-38.515848,-3.7257917999999997,-38.515853500000006,0.8256967695140611
1229,"RUA TEN BENEVOLO, 765",-3.726253,-38.514299,-3.7262818000000006,-38.514309350000005,1.7010552937179892
123,"AVENIDA AMBIENTALISRA  ARY THIERS, 241",-3.716272,-38.597994,-3.71628045,-38.59798789999999,0.5790047467656975
1230,"RUA RUFINO DE ALENCAR, 100",-3.724302,-38.522965,-3.7243274499999997,-38.52296125000001,1.4301691442285231
1231,"AVENIDA HIS RAIMUNDO GIRAO, 412",-3.720717,-38.512219,-3.7206761999999993,-38.51220360000001,2.4239482153006495
1232,"AVENIDA HIS RAIMUNDO GIRAO, 363",-3.720523,-38.513173,-3.7205864999999996,-38.513003499999996,10.044774489432767
1236,"RUA TEN BENEVOLO, 1022",-3.727061,-38.512014,-3.7270882000000003,-38.5120187,1.5345671963420389
124,"AVENIDA D CJ PLANALTO BARRA, 1273",-3.715787,-38.598861,-3.7157626500000007,-38.5988418,1.7226371621510426
1240,"AVENIDA BAR STUDART, 300",-3.726733,-38.504122,-3.72672965,-38.5041416,1.103241311319854
1244,"AVENIDA MON TABOSA, 176",-3.724429,-38.505883,-3.7244646,-38.505909,2.449134572920785
1245,"AVENIDA ABOLICAO, SN",-3.725558,-38.500762,-3.72544565,-38.5011449,22.14258887621493
1246,"AVENIDA ABOLICAO, 2026",-3.725654,-38.500881,-3.72544565,-38.5011449,18.669400975383244
1248,"AVENIDA ABOLICAO, 2456",-3.726891,-38.497018,-3.726792400000001,-38.496876900000004,9.556790610284736
1249,"AVENIDA ABOLICAO, 2456",-3.726804,-38.496879,-3.726792400000001,-38.496876900000004,0.6553697487359095
125,"AVENIDA ERS, 607",-3.715399,-38.599995,-3.7153674,-38.59999105,1.7704950732009284
1250,"AVENIDA ABOLICAO, SN",-3.726116,-38.499006,-3.7261233499999995,-38.49900840000001,0.4297873559976935
1251,"AVENIDA ABOLICAO, 3000",-3.72696,-38.4928,-3.72694845,-38.49280175,0.6494489599704273
1253,"AVENIDA ABOLICAO, 2727",-3.727269,-38.494787,-3.7271248,-38.49463789999999,11.519615629653016
1254,"AVENIDA ABOLICAO, 2727",-3.727185,-38.494929,-3.7271248,-38.49463789999999,16.493357307662368
1256,"AVENIDA ABOLICAO, 3273",-3.726532,-38.489988,-3.7265119,-38.489993350000006,1.1562556093281173
1257,"AVENIDA JULIO IBIAPINA, 222",-3.727361,-38.491243,-3.7273589,-38.491234500000004,0.4858170501753737
1258,"AVENIDA ABOLICAO, 3207",-3.72656,-38.49098,-3.7265179,-38.4908387,8.181287001427021
126,"AVENIDA J CJ POLAR, 1416",-3.717613,-38.598662,-3.7176083999999996,-38.59867835,0.9424690867745662
1260,"AVENIDA ABOLICAO, 3555",-3.726058,-38.487029,-3.72592935,-38.487065099999995,7.427731413653615
1261,"AVENIDA ABOLICAO, 3555",-3.725935,-38.487058,-3.72592935,-38.487065099999995,0.503823533963409
1263,"AVENIDA ABOLICAO, 3796",-3.725627,-38.4857,-3.725627049999999,-38.485699999999994,0.00277987315058107
1264,"AVENIDA ABOLICAO, 4140",-3.724606,-38.482759,-3.7246099999999993,-38.482760049999996,0.22989297305498738
1265,"AVENIDA ABOLICAO, SN",-3.725369,-38.484131,-3.7254027499999998,-38.48412069999999,1.9614991675882032
1266,"AVENIDA ABOLICAO, SN",-3.72525,-38.484145,-3.7254027499999998,-38.48412069999999,8.598855399180072
1269,"RUA PRO ALVARO COSTA, 195",-3.723007,-38.464454,-3.7230127500000005,-38.464448700000005,0.43435129569869224
